datetime,temp,humidity,precip,windspeed,conditions
2023-01-01 00:00:00,22.49080237694725,80.27163473940041,0.0,13.703670171040423,Partially cloudy
2023-01-01 01:00:00,34.01428612819832,85.85066287361175,0.0,7.88040722729247,Thunderstorm
2023-01-01 02:00:00,29.6398788362281,61.271055445662455,0.5,10.873654077541266,Rain
2023-01-01 03:00:00,26.973169683940732,78.11933448231495,0.0,6.540724469588818,Rain
2023-01-01 04:00:00,18.12037280884873,75.72856924146869,0.0,9.450518663136572,Clear
2023-01-01 05:00:00,18.119890406724053,87.4773669554722,2.0,5.10863906131678,Clear
2023-01-01 06:00:00,16.161672243363988,90.77391772165672,0.0,4.51738529678168,Rain
2023-01-01 07:00:00,32.3235229154987,50.54705471648241,0.0,8.673446792542705,Partially cloudy
2023-01-01 08:00:00,27.022300234864176,80.33089635764567,0.0,7.471945112759705,Rain
2023-01-01 09:00:00,29.16145155592091,52.332610960387804,0.0,8.693045537249716,Thunderstorm
2023-01-01 10:00:00,15.411689885916049,74.69863992848101,0.5,4.2999087193053445,Clear
2023-01-01 11:00:00,34.39819704323989,62.94347280696552,0.5,5.504367477254929,Clear
2023-01-01 12:00:00,31.648852816008436,63.80494697849635,2.0,1.2584694094336397,Rain
2023-01-01 13:00:00,19.246782213565524,65.88313265535605,0.0,0.7841455840830858,Partially cloudy
2023-01-01 14:00:00,18.636499344142013,77.95816020723245,0.0,3.8018569450952437,Partially cloudy
2023-01-01 15:00:00,18.668090197068675,65.03224845509462,0.1,1.1137028899581862,Thunderstorm
2023-01-01 16:00:00,21.084844859190753,82.97145727656262,0.0,1.5566206295211105,Clear
2023-01-01 17:00:00,25.495128632644757,68.20373235082414,0.0,12.193926080909057,Rain
2023-01-01 18:00:00,23.638900372842315,53.07589401394814,0.0,0.5831054552503395,Rain
2023-01-01 19:00:00,20.824582803960837,85.26919291178483,0.0,9.88414190902114,Clear
2023-01-01 20:00:00,27.237057894447588,62.85912460667177,0.0,4.0883662322310075,Rain
2023-01-01 21:00:00,17.789877213040835,69.47450958196681,0.5,13.073185210621897,Clear
2023-01-01 22:00:00,20.842892970704362,80.84497474498556,0.5,7.274884268662493,Partially cloudy
2023-01-01 23:00:00,22.327236865873836,64.96052707169204,0.0,4.583646889917386,Partially cloudy
2023-01-02 00:00:00,24.12139968434072,52.5463545266022,0.0,7.764584035341518,Rain
2023-01-02 01:00:00,30.703519227860273,66.82644711557661,0.0,5.729370285679033,Partially cloudy
2023-01-02 02:00:00,18.993475643167194,92.50018622124365,0.5,8.464515970047453,Partially cloudy
2023-01-02 03:00:00,25.284688768272233,78.87804787843513,0.0,1.7179930248952235,Thunderstorm
2023-01-02 04:00:00,26.848291377240848,80.2165616900243,0.1,14.954857542188266,Clear
2023-01-02 05:00:00,15.929008254399955,78.45269691369379,0.0,6.3833381654507635,Clear
2023-01-02 06:00:00,27.150897038028766,58.95464625317466,0.0,5.22345959561053,Rain
2023-01-02 07:00:00,18.41048247374583,68.8250238846026,0.0,10.653147724743974,Clear
